1848.000000,2839.000000,1475.000000,
1930.000000,1077.000000,3102.000000,
1970.000000,1083.000000,1332.000000,
2051.000000,2105.000000,2050.000000,
2028.000000,3192.000000,1693.000000,
1926.000000,2263.000000,1645.000000,
1738.000000,2132.000000,3599.000000,
1713.000000,2757.000000,1461.000000,
2217.000000,2178.000000,2423.000000,
2229.000000,2231.000000,2255.000000,
2330.000000,1062.000000,759.000000,
2355.000000,2791.000000,1806.000000,
2203.000000,2253.000000,1003.000000,
2000.000000,2648.000000,2115.000000,
1985.000000,2191.000000,1703.000000,
1979.000000,1917.000000,1561.000000,
2562.000000,3131.000000,1623.000000,
2664.000000,850.000000,1087.000000,
2783.000000,2811.000000,1349.000000,
1170.000000,2600.000000,875.000000,
2273.000000,2303.000000,2334.000000,
2262.000000,2508.000000,923.000000,
2386.000000,2200.000000,1330.000000,
2254.000000,1949.000000,393.000000,
3167.000000,3179.000000,1894.000000,
3297.000000,2608.000000,2588.000000,
1199.000000,3031.000000,875.000000,
1219.000000,3043.000000,2700.000000,
1217.000000,2562.000000,1879.000000,
2754.000000,1370.000000,1804.000000,
2501.000000,2500.000000,2152.000000,
2279.000000,2284.000000,1190.000000,
3138.000000,1525.000000,2453.000000,
3297.000000,2190.000000,1361.000000,
1276.000000,2956.000000,3241.000000,
1241.000000,3141.000000,2268.000000,
1218.000000,2870.000000,1268.000000,
1236.000000,2876.000000,2005.000000,
2422.000000,2564.000000,1987.000000,
2244.000000,1087.000000,1895.000000,
4491.000000,3109.000000,860.000000,
3201.000000,3061.000000,1638.000000,
1219.000000,3080.000000,306.000000,
1177.000000,2477.000000,2561.000000,
1164.000000,2651.000000,2361.000000,
1186.000000,2211.000000,776.000000,
1177.000000,2345.000000,2580.000000,
2202.000000,2044.000000,761.000000,
2821.000000,1562.000000,1935.000000,
1248.000000,3052.000000,2370.000000,
1199.000000,2822.000000,1590.000000,
1119.000000,2692.000000,1288.000000,
1093.000000,2195.000000,1983.000000,
1142.000000,2608.000000,1169.000000,
1119.000000,2220.000000,2605.000000,
2118.000000,1093.000000,1567.000000,
1185.000000,2697.000000,1363.000000,
1186.000000,2710.000000,3005.000000,
1135.000000,2736.000000,1347.000000,
1062.000000,2791.000000,1494.000000,
1054.000000,2516.000000,1446.000000,
1072.000000,2542.000000,977.000000,
1079.000000,2474.000000,979.000000,
1030.000000,2080.000000,750.000000,
