20.571466,21.435022,20.601801,21.937922,20.606989,21.557947,20.383844,20.907526,20.631037,20.430811,20.428370,21.517359,21.443354,20.656672,20.441767,21.109156,20.814325,21.064234,20.832209,21.702295,21.418421,21.673700,20.217737,21.355310,21.045679,21.115442,20.646753,22.365473,22.143579,20.653070,19.756495,21.043879,
20.575586,20.956751,21.966150,21.392450,20.845179,20.922632,21.367090,20.881220,20.830561,21.322870,21.718470,20.471582,21.017084,20.120722,21.682795,20.680109,20.619013,21.267939,21.492762,21.081354,21.396082,20.695765,21.512293,20.036188,21.664270,21.114710,21.390955,20.912043,22.113916,20.446100,21.534204,20.433619,
21.112879,20.376459,19.914820,21.872217,20.614496,20.856806,20.191950,21.734064,21.420130,20.648310,20.624811,22.023493,21.005365,21.009668,21.188990,21.988337,20.446619,20.834070,20.823389,21.640619,20.809900,20.659601,20.422693,21.281153,21.632746,20.877802,21.280024,21.401972,20.631159,21.125605,19.830439,21.804926,
20.843866,20.665766,22.122828,20.861078,20.836451,21.307611,21.534967,21.074701,20.993372,20.866449,21.850733,21.428980,21.912958,20.496668,21.410578,21.590204,20.605463,21.409266,21.262934,21.215143,21.192316,20.881647,21.876825,21.089624,21.203241,21.083033,21.340631,22.192102,20.840754,20.690241,21.467829,20.669764,
20.582026,21.316645,20.851343,21.335840,21.441431,21.055475,20.805445,21.860620,20.996393,21.190973,20.816401,21.398462,20.805780,21.522394,20.639887,21.567926,20.781885,20.647242,20.444025,21.580744,21.177485,21.194056,21.370874,21.625025,21.191919,20.666559,20.216791,21.315851,21.712244,21.092890,20.844782,21.430323,
21.074183,20.209711,21.841974,20.858850,21.430384,20.669275,21.494623,21.054621,21.553095,20.862787,21.618341,21.736536,21.500818,21.030939,21.569025,21.204004,21.641901,21.203058,21.209345,21.010859,20.965601,20.669001,21.238367,20.852991,20.415461,21.634241,21.705835,20.476221,21.707575,20.263056,21.651178,21.439295,
20.599176,20.617487,20.625238,21.299250,20.608881,20.819300,20.443995,21.417627,20.252314,21.346186,20.808344,21.026789,21.134974,21.168818,21.150873,21.367243,20.970301,20.819788,20.647974,21.211481,20.795404,21.176081,20.625177,21.579218,21.153833,21.010767,21.024317,21.288355,21.646814,20.862482,20.395960,21.161188,
21.067072,20.452936,21.152887,20.878687,20.236567,20.292933,21.279291,21.043390,21.346918,20.856867,21.406916,20.998957,20.808558,21.187525,21.218378,21.333399,21.457087,21.002497,21.028711,21.344080,21.469019,20.325403,21.747004,21.383631,21.158319,20.499933,21.831446,20.679438,20.622583,20.899042,22.061121,20.949274,
21.067041,21.059565,21.259394,21.283930,20.809900,21.005426,20.803156,21.396296,21.504175,21.505518,20.967188,21.022425,20.644709,20.645014,21.125025,21.187860,21.442316,21.311914,20.627131,21.174433,21.116327,21.477350,21.155817,21.379358,21.342127,21.537592,21.012995,21.464441,20.815546,21.059351,21.271570,22.078791,
20.385401,20.686304,21.558680,20.649530,21.001123,20.873316,21.602076,21.015039,20.966394,21.890833,21.207911,21.503077,21.307856,20.665888,21.688379,21.327387,21.439081,21.161249,21.198236,21.333979,20.957941,20.841608,21.917322,20.674677,20.953791,21.215723,21.823053,21.067102,21.026087,20.898188,21.774530,21.569574,
