-9.264288,-8.209204,-8.736792,-7.070624,-7.422156,-6.572821,-7.451697,-8.562109,-8.616400,-7.918158,-7.417609,-8.557714,-9.022436,-7.941870,-8.073217,-8.636053,-8.241705,-8.634771,-7.413123,-8.751043,-8.913275,-8.325445,-9.009558,-8.605108,-8.054022,-8.143469,-7.567450,-8.557653,-7.093634,-8.192755,-7.652655,-6.336798,
-8.468206,-7.576117,-7.156409,-6.770453,-7.737189,-7.911780,-7.891181,-6.746619,-7.534674,-8.180273,-8.379370,-7.638495,-8.358801,-8.724432,-7.756873,-7.918250,-7.002661,-8.776495,-8.088140,-7.686347,-6.920264,-9.492437,-8.282476,-7.563849,-8.259008,-8.214209,-8.055517,-8.165442,-8.384344,-8.635290,-7.356818,-6.173407,
-8.493567,-8.566442,-7.226721,-6.871863,-7.838538,-8.691534,-7.346472,-8.137609,-8.444220,-9.083807,-8.192541,-8.733496,-8.511847,-8.457067,-7.986914,-7.765112,-9.216131,-8.258001,-8.355902,-8.124762,-8.710363,-8.285803,-9.444159,-6.947272,-8.747503,-8.049963,-7.424719,-8.182287,-8.437536,-8.347204,-7.150366,-8.694677,
-6.763495,-8.298620,-7.803504,-7.216650,-7.249121,-7.776526,-8.151953,-8.709600,-8.601080,-9.318365,-8.410559,-7.618811,-7.168433,-9.188848,-8.599798,-8.120245,-8.707220,-8.996038,-8.066076,-7.643347,-8.210699,-8.532446,-8.329412,-8.071630,-8.105474,-9.155981,-8.973730,-6.828772,-7.421668,-8.458380,-7.948615,-7.170081,
-8.408056,-8.689459,-6.729926,-8.743353,-9.112921,-9.504522,-8.779913,-8.700994,-9.164221,-8.487585,-7.809332,-9.266241,-9.095404,-8.256140,-8.966528,-8.703619,-9.238623,-8.605047,-8.183783,-9.197760,-9.732489,-9.571722,-8.711096,-7.837286,-8.044531,-8.716131,-7.323370,-8.462591,-8.468695,-8.038733,-7.131415,-6.223883,
-8.291845,-8.866278,-7.807837,-7.331824,-8.610083,-8.241827,-7.915106,-7.832831,-6.949713,-9.050177,-9.263372,-8.624182,-8.210333,-7.931860,-8.213598,-7.611609,-8.118109,-8.431738,-8.798437,-8.083502,-9.310278,-9.130468,-9.269171,-8.218298,-7.635321,-8.516027,-7.963599,-8.313452,-8.406195,-8.727850,-7.251502,-6.973792,
-8.041082,-7.551825,-7.950263,-8.458014,-8.892187,-8.628759,-7.673621,-7.538123,-8.649817,-8.676764,-8.499853,-7.799536,-9.569311,-8.750982,-7.398840,-8.660772,-8.575933,-8.896063,-8.673254,-9.391485,-9.205542,-8.096991,-9.325232,-8.806189,-8.708990,-8.193640,-8.221899,-8.552374,-9.299322,-9.304876,-7.708838,-8.117956,
-7.098944,-8.564428,-8.378363,-7.910071,-8.520300,-8.600653,-8.825903,-7.891669,-8.569952,-9.452520,-8.543554,-8.289343,-8.185919,-8.811590,-8.984869,-8.070898,-8.884192,-8.561956,-8.802801,-8.323248,-8.447607,-8.945837,-8.228582,-8.680883,-9.141699,-9.098761,-7.666632,-7.693579,-8.935827,-8.730474,-7.586462,-6.918860,
-8.042425,-8.396765,-7.755988,-8.555365,-8.189428,-8.694921,-8.244085,-9.114294,-9.499670,-8.538702,-8.498632,-9.456976,-9.313787,-9.000311,-8.192602,-8.757544,-9.817541,-8.737738,-8.294470,-8.984076,-8.692389,-8.475073,-8.704229,-8.146002,-9.876806,-9.199804,-8.797888,-8.214117,-8.567083,-9.117926,-8.219152,-8.115362,
-7.430640,-9.363562,-7.982398,-8.280737,-8.014410,-9.007696,-8.031073,-7.974616,-7.678076,-8.835943,-8.532873,-8.320501,-8.788061,-9.441900,-8.534765,-7.346594,-8.615393,-8.348669,-9.201025,-8.480810,-7.800086,-9.319738,-8.925055,-7.872290,-8.232519,-9.274969,-7.931586,-7.909949,-8.517279,-8.664618,-7.104437,-7.342047,
-8.865881,-8.462042,-9.097174,-8.516607,-8.540991,-9.347601,-8.156866,-8.427618,-9.002356,-8.971350,-8.369177,-8.845251,-9.232031,-8.589178,-8.928930,-8.513525,-8.911322,-9.244879,-8.420446,-8.877111,-9.461676,-8.400579,-8.553137,-8.166449,-9.245855,-8.378027,-8.743719,-8.622747,-9.532354,-8.607122,-7.787695,-6.961951,
-7.861395,-9.209082,-9.110754,-7.784125,-7.938727,-8.973089,-9.106512,-7.473364,-8.063330,-9.196875,-8.488409,-8.464972,-8.786901,-9.475683,-8.460424,-8.755499,-8.478613,-9.019720,-8.089819,-8.539282,-8.401770,-10.007238,-9.006781,-7.741644,-8.934576,-8.780920,-7.985816,-7.393530,-9.632025,-9.695898,-7.673773,-8.209021,
-8.839514,-8.835852,-8.918554,-8.778418,-9.207037,-10.004034,-7.679205,-8.545233,-9.427374,-8.129278,-9.002020,-8.958014,-9.950720,-8.933996,-8.137060,-8.879736,-9.220709,-8.943243,-8.057409,-9.099401,-9.251898,-8.600012,-8.943853,-9.330267,-9.784979,-9.562628,-8.906866,-9.190100,-9.327581,-7.362647,-7.725714,-8.413031,
-8.251226,-9.254065,-8.683203,-8.421026,-8.610083,-8.959906,-8.514166,-8.404028,-8.866919,-9.202887,-9.178900,-8.512060,-8.968298,-8.323126,-8.493933,-7.770972,-8.344610,-8.706244,-8.248510,-7.849432,-8.432898,-9.135443,-8.059790,-7.040015,-8.214056,-10.129065,-9.142126,-7.627387,-8.385046,-9.331640,-7.709082,-6.593176,
-10.142736,-8.435705,-7.321387,-8.580725,-8.705969,-7.745154,-8.886175,-8.862646,-8.806341,-8.990545,-7.639502,-8.480047,-8.613043,-8.555700,-9.043921,-8.786688,-9.410803,-8.557653,-8.458715,-8.776922,-9.006842,-8.071753,-9.260260,-7.793982,-9.641211,-9.098150,-8.213049,-8.221869,-8.765783,-7.376868,-7.028449,-8.631445,
-7.750311,-8.760077,-8.439276,-8.743444,-8.537298,-8.467535,-9.173407,-8.315008,-8.415960,-9.369818,-9.374334,-6.972723,-7.871344,-8.168341,-8.184179,-8.795324,-8.678900,-9.153173,-8.506445,-8.429052,-8.641211,-8.683172,-9.170263,-8.134771,-8.153753,-8.939550,-8.792578,-8.335791,-8.998327,-8.013494,-8.959875,-7.285986,
-9.984442,-8.937719,-8.282293,-9.060278,-9.512030,-8.509436,-7.330176,-8.711462,-9.267614,-8.461676,-8.516882,-8.759344,-8.474981,-9.160589,-8.305212,-8.528784,-8.905798,-9.138830,-8.371038,-9.035955,-8.796850,-9.519629,-8.720465,-8.658300,-9.697790,-8.889105,-8.734442,-8.013311,-8.760778,-8.643927,-7.942725,-8.471197,
-8.253668,-9.674475,-8.977118,-7.604773,-8.050848,-8.987768,-8.091833,-7.815100,-8.479010,-8.511267,-7.940619,-7.775397,-8.408361,-8.829718,-8.206823,-8.010229,-7.857001,-8.828985,-8.502020,-7.377905,-8.660803,-8.664953,-9.093420,-7.811133,-7.781714,-7.833838,-8.636541,-7.698554,-8.719275,-8.104467,-9.149359,-8.297400,
-8.774420,-8.632452,-8.218634,-9.452612,-9.064093,-8.118170,-8.152441,-8.095922,-8.429144,-8.349585,-8.335241,-8.622534,-8.469732,-8.931799,-7.856146,-8.799627,-8.305212,-8.762487,-7.628577,-8.951056,-8.874670,-8.203192,-8.647558,-8.601538,-9.633337,-8.458441,-8.775335,-7.982703,-9.943060,-9.001410,-7.642127,-7.919531,
-8.365698,-9.059484,-8.830694,-8.053259,-8.274176,-9.471441,-8.605688,-7.684393,-7.720099,-9.200323,-8.045294,-7.593329,-8.629553,-9.054571,-8.525122,-8.134619,-8.239538,-9.596197,-9.169561,-7.489050,-8.335760,-8.343725,-9.505255,-7.588721,-8.820532,-9.548193,-8.071051,-7.576178,-8.294165,-8.807714,-8.047400,-7.343939,
-8.308844,-7.967566,-8.518133,-8.469091,-8.251043,-8.465612,-8.405096,-8.884069,-8.855871,-8.902136,-8.974371,-8.614172,-9.268072,-9.245123,-8.860327,-7.781683,-8.937201,-8.947210,-8.460241,-8.221350,-9.765905,-8.976171,-7.776160,-7.771277,-8.099371,-8.366644,-8.728582,-8.710608,-8.654425,-8.736670,-7.220618,-9.387793,
-9.048040,-8.312994,-7.682227,-7.200446,-8.059759,-8.705664,-9.056524,-8.456701,-7.865759,-8.871832,-8.676794,-8.612371,-8.090094,-8.178869,-9.063879,-8.658026,-8.716803,-9.016150,-8.816015,-8.561102,-8.330908,-7.892615,-7.827796,-7.141577,-7.286871,-8.371771,-8.809057,-7.001746,-7.857764,-9.635321,-7.616889,-7.911566,
-9.362280,-8.039557,-7.884406,-7.752448,-8.674688,-8.278265,-8.106695,-8.304327,-9.282019,-8.736547,-8.120886,-8.137854,-9.125128,-8.820929,-8.330877,-9.070532,-9.061895,-8.658422,-8.259161,-8.089117,-8.984533,-8.947912,-7.962256,-8.462744,-9.164038,-8.500738,-8.895575,-8.630865,-8.284491,-8.779181,-8.334570,-7.873358,
-7.391058,-7.868231,-7.632727,-6.858099,-8.400946,-7.866705,-8.535986,-7.350531,-8.284643,-8.306860,-8.016516,-7.067816,-8.822332,-8.496161,-8.154852,-7.688422,-8.283056,-8.739447,-8.314215,-8.373449,-8.682470,-9.560553,-8.135321,-7.294745,-8.245428,-7.604468,-7.969672,-8.227880,-8.176062,-8.897161,-9.192266,-6.219946,
